"Almacén";"Artíc. stockable";"Cod. Artículo";"Cod. Antiguo";"Descrip. Producto";"Stock unidades";"Coste teórico Euros";"P.U.C.";"P.M.P.";"Invent. PUC";"Invent. PMP";"Unids Pdte entrar";"Unids Pdte salir";"Disponible (St+pE-pS)";
"019";"si";"CA161526";"N-080";"CABEZAL DISPARO 1 SALIDA";2,000000000;23,680000000;0,000000000;23,680000000;0,000000000;47,360000000;0,00000000;0,00000000;2,000000000;
"032";"si";"CA161526";"N-080";"CABEZAL DISPARO 1 SALIDA";2,000000000;23,680000000;0,000000000;23,680000000;0,000000000;47,360000000;0,00000000;0,00000000;2,000000000;
"122";"si";"CA161526";"N-080";"CABEZAL DISPARO 1 SALIDA";1,000000000;23,680000000;14,230000000;14,230000000;14,230000000;14,230000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161526";"N-080";"CABEZAL DISPARO 1 SALIDA";132,000000000;23,680000000;11,110500000;14,229248120;1466,586000000;1878,260751840;0,00000000;0,00000000;132,000000000;
"122";"si";"CA161527";"N-081";"CABEZAL DISPARO 2 SALIDAS EN V";1,000000000;23,950000000;23,950000000;23,950000000;23,950000000;23,950000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161527";"N-081";"CABEZAL DISPARO 2 SALIDAS EN V";14,000000000;23,950000000;0,000000000;23,950000000;0,000000000;335,300000000;0,00000000;0,00000000;14,000000000;
"018";"si";"CA161528";"N-082";"CABEZAL DISPARO 2 SALIDAS EN LINEA";2,000000000;32,290000000;32,290000000;32,290000000;64,580000000;64,580000000;0,00000000;0,00000000;2,000000000;
"019";"si";"CA161528";"N-082";"CABEZAL DISPARO 2 SALIDAS EN LINEA";2,000000000;32,290000000;0,000000000;30,330000000;0,000000000;60,660000000;0,00000000;0,00000000;2,000000000;
"026";"si";"CA161528";"N-082";"CABEZAL DISPARO 2 SALIDAS EN LINEA";-1,000000000;32,290000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"032";"si";"CA161528";"N-082";"CABEZAL DISPARO 2 SALIDAS EN LINEA";2,000000000;32,290000000;0,000000000;30,330000000;0,000000000;60,660000000;0,00000000;0,00000000;2,000000000;
"122";"si";"CA161528";"N-082";"CABEZAL DISPARO 2 SALIDAS EN LINEA";1,000000000;32,290000000;32,290000000;32,290000000;32,290000000;32,290000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161528";"N-082";"CABEZAL DISPARO 2 SALIDAS EN LINEA";96,000000000;32,290000000;25,880000000;30,327766000;2484,480000000;2911,465536000;0,00000000;0,00000000;96,000000000;
"010";"si";"CA161529";"N-083";"CABLE DISPARADOR";2,000000000;1,080000000;1,321300000;1,160000000;2,642600000;2,320000000;0,00000000;0,00000000;2,000000000;
"015";"si";"CA161529";"N-083";"CABLE DISPARADOR";2,000000000;1,080000000;0,000000000;1,160000000;0,000000000;2,320000000;0,00000000;0,00000000;2,000000000;
"019";"si";"CA161529";"N-083";"CABLE DISPARADOR";3,000000000;1,080000000;0,000000000;1,320000000;0,000000000;3,960000000;0,00000000;0,00000000;3,000000000;
"023";"si";"CA161529";"N-083";"CABLE DISPARADOR";5,000000000;1,080000000;0,000000000;1,160000000;0,000000000;5,800000000;0,00000000;0,00000000;5,000000000;
"028";"si";"CA161529";"N-083";"CABLE DISPARADOR";15,000000000;1,080000000;1,321300000;1,159333330;19,819500000;17,389999950;0,00000000;0,00000000;15,000000000;
"030";"si";"CA161529";"N-083";"CABLE DISPARADOR";5,000000000;1,080000000;0,000000000;1,160000000;0,000000000;5,800000000;0,00000000;0,00000000;5,000000000;
"032";"si";"CA161529";"N-083";"CABLE DISPARADOR";2,000000000;1,080000000;0,000000000;1,160000000;0,000000000;2,320000000;0,00000000;0,00000000;2,000000000;
"122";"si";"CA161529";"N-083";"CABLE DISPARADOR";12,000000000;1,080000000;1,160000000;1,125714290;13,920000000;13,508571480;0,00000000;0,00000000;12,000000000;
"ALM";"si";"CA161529";"N-083";"CABLE DISPARADOR";-188,000000000;1,080000000;1,321300000;1,159375000;-248,404400000;-217,962500000;465,00000000;41,00000000;236,000000000;
"TES";"si";"CA161529";"N-083";"CABLE DISPARADOR";15,000000000;1,080000000;1,321300000;1,159333330;19,819500000;17,389999950;0,00000000;0,00000000;15,000000000;
"010";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";42,000000000;0,160000000;0,148400000;0,170000000;6,232800000;7,140000000;0,00000000;0,00000000;42,000000000;
"019";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";4,000000000;0,160000000;0,000000000;1,180000000;0,000000000;4,720000000;0,00000000;0,00000000;4,000000000;
"028";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";15,000000000;0,160000000;0,181200000;0,165333330;2,718000000;2,479999950;0,00000000;0,00000000;15,000000000;
"030";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";5,000000000;0,160000000;0,000000000;0,170000000;0,000000000;0,850000000;0,00000000;0,00000000;5,000000000;
"122";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";6,000000000;0,160000000;0,165714290;0,165000000;0,994285740;0,990000000;0,00000000;0,00000000;6,000000000;
"202";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";6,000000000;0,160000000;0,160000000;0,170000000;0,960000000;1,020000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";288,000000000;0,160000000;0,181200000;0,165339000;52,185600000;47,617632000;515,00000000;0,00000000;803,000000000;
"TES";"si";"CA161530";"N-084";"PRECINTO PLASTICO DISPARO";15,000000000;0,160000000;0,181200000;0,165333330;2,718000000;2,479999950;0,00000000;0,00000000;15,000000000;
"010";"si";"CA161531";"N-085";"OBTURADOR";25,000000000;3,770000000;3,631333330;3,820000000;90,783333250;95,500000000;0,00000000;0,00000000;25,000000000;
"018";"si";"CA161531";"N-085";"OBTURADOR";10,000000000;3,770000000;3,770000000;3,770000000;37,700000000;37,700000000;25,00000000;0,00000000;35,000000000;
"019";"si";"CA161531";"N-085";"OBTURADOR";42,000000000;3,770000000;4,446850000;4,056428570;186,767700000;170,369999940;0,00000000;0,00000000;42,000000000;
"023";"si";"CA161531";"N-085";"OBTURADOR";40,000000000;3,770000000;3,820000000;3,820000000;152,800000000;152,800000000;0,00000000;0,00000000;40,000000000;
"028";"si";"CA161531";"N-085";"OBTURADOR";49,000000000;3,770000000;3,250000000;3,589000000;159,250000000;175,861000000;0,00000000;0,00000000;49,000000000;
"030";"si";"CA161531";"N-085";"OBTURADOR";40,000000000;3,770000000;3,250000000;3,646750000;130,000000000;145,870000000;0,00000000;0,00000000;40,000000000;
"032";"si";"CA161531";"N-085";"OBTURADOR";22,000000000;3,770000000;3,770000000;3,820000000;82,940000000;84,040000000;0,00000000;0,00000000;22,000000000;
"ALM";"si";"CA161531";"N-085";"OBTURADOR";116,000000000;3,770000000;3,250000000;3,588961180;377,000000000;416,319496880;140,00000000;26,00000000;230,000000000;
"TES";"si";"CA161531";"N-085";"OBTURADOR";40,000000000;3,770000000;3,250000000;3,589000000;130,000000000;143,560000000;0,00000000;0,00000000;40,000000000;
"019";"si";"CA161532";"N-086";"VALVULA CONEXIÓN BOTELLA/CAB. DISPARO";4,000000000;6,460000000;0,000000000;8,198270000;0,000000000;32,793080000;0,00000000;0,00000000;4,000000000;
"026";"si";"CA161532";"N-086";"VALVULA CONEXIÓN BOTELLA/CAB. DISPARO";1,000000000;6,460000000;8,626600000;8,200000000;8,626600000;8,200000000;0,00000000;0,00000000;1,000000000;
"028";"si";"CA161532";"N-086";"VALVULA CONEXIÓN BOTELLA/CAB. DISPARO";-1,000000000;6,460000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"032";"si";"CA161532";"N-086";"VALVULA CONEXIÓN BOTELLA/CAB. DISPARO";9,000000000;6,460000000;0,000000000;8,200000000;0,000000000;73,800000000;0,00000000;0,00000000;9,000000000;
"ALM";"si";"CA161532";"N-086";"VALVULA CONEXIÓN BOTELLA/CAB. DISPARO";167,000000000;6,460000000;8,626600000;8,198270000;1440,642200000;1369,111090000;130,00000000;0,00000000;297,000000000;
"019";"si";"CA161533";"N-087";"SONDA BOTELLA CO2 2-7,5l";8,000000000;10,760000000;0,000000000;10,760000000;0,000000000;86,080000000;0,00000000;0,00000000;8,000000000;
"026";"si";"CA161533";"N-087";"SONDA BOTELLA CO2 2-7,5l";1,000000000;10,760000000;0,000000000;10,760000000;0,000000000;10,760000000;0,00000000;0,00000000;1,000000000;
"032";"si";"CA161533";"N-087";"SONDA BOTELLA CO2 2-7,5l";2,000000000;10,760000000;0,000000000;10,760000000;0,000000000;21,520000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA161533";"N-087";"SONDA BOTELLA CO2 2-7,5l";25,000000000;10,760000000;0,000000000;10,760000000;0,000000000;269,000000000;0,00000000;0,00000000;25,000000000;
"ALM";"si";"CA161534";"N-089";"MANGUERA ALTA PRESION; L=1000mm";16,000000000;6,210000000;6,703333330;6,861923000;107,253333280;109,790768000;0,00000000;0,00000000;16,000000000;
"ALM";"si";"CA161535";"N-090";"MANGUERA ALTA PRESION; L=1100mm";25,000000000;6,650000000;7,375000000;7,880000000;184,375000000;197,000000000;0,00000000;0,00000000;25,000000000;
"ALM";"si";"CA161536";"N-091";"MANGUERA ALTA PRESION; L=1200mm";-10,000000000;7,100000000;9,500000000;7,700000000;-95,000000000;-77,000000000;0,00000000;0,00000000;-10,000000000;
"ALM";"si";"CA161537";"N-092";"MANGUERA ALTA PRESION; L=1300mm";16,000000000;7,270000000;8,798333330;8,607778000;140,773333280;137,724448000;0,00000000;0,00000000;16,000000000;
"ALM";"si";"CA161540";"N-095";"MANGUERA ALTA PRESION; L=1350mm";17,000000000;7,540000000;0,000000000;7,540000000;0,000000000;128,180000000;0,00000000;0,00000000;17,000000000;
"ALM";"si";"CA161544";"N-099";"MANGUERA ALTA PRESION; L=1500mm";4,000000000;7,980000000;0,000000000;7,980000000;0,000000000;31,920000000;0,00000000;0,00000000;4,000000000;
"019";"si";"CA161546";"N-108";"MANGUERA ALTA PRESION; L=180mm BALSA 65PLREV";1,000000000;4,310000000;5,076666670;3,750000000;5,076666670;3,750000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161546";"N-108";"MANGUERA ALTA PRESION; L=180mm BALSA 65PLREV";17,000000000;4,310000000;5,076666670;3,750333000;86,303333390;63,755661000;0,00000000;0,00000000;17,000000000;
"ALM";"si";"CA161547";"N-114";"PROTECTOR MAGUERA";-2,000000000;1,060000000;0,000000000;1,060000000;0,000000000;-2,120000000;40,00000000;0,00000000;38,000000000;
"ALM";"si";"CA161548";"N-117A";"FUNDA PROTECTORA BOTELLA CO2 4L";2,000000000;1,330000000;0,000000000;1,330000000;0,000000000;2,660000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA161549";"N-118A";"FUNDA PROTECTORA BOTELLA CO2 5L";3,000000000;1,600000000;0,000000000;1,600000000;0,000000000;4,800000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA161550";"N-119A";"FUNDA PROTECTORA BOTELLA CO2 6L";4,000000000;2,040000000;0,000000000;2,040000000;0,000000000;8,160000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"CA161551";"N-120A";"FUNDA PROTECTORA BOTELLA CO2 7,5L";4,000000000;2,310000000;0,000000000;2,310000000;0,000000000;9,240000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"CA161552";"N-121A";"FUNDA PROTECTORA BOTELLA CO2 9L";6,000000000;2,480000000;0,000000000;2,480000000;0,000000000;14,880000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA161553";"N-122A";"FUNDA PROTECTORA BOTELLA CO2 10L";6,000000000;2,930000000;0,000000000;2,930000000;0,000000000;17,580000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA161554";"N-123A";"FUNDA PROTECTORA BOTELLA CO2 12L";6,000000000;2,930000000;0,000000000;2,930000000;0,000000000;17,580000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA161556";"N-125A";"FUNDA PROTECTORA BOTELLA CO2 18L";5,000000000;3,700000000;0,000000000;3,700000000;0,000000000;18,500000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA161557";"N-126A";"FUNDA PROTECTORA BOTELLA CO2";1,000000000;4,310000000;0,000000000;4,310000000;0,000000000;4,310000000;0,00000000;0,00000000;1,000000000;
"028";"si";"CA161559";"N-130";"VALVULA HINCHADO CONEX. MANGUERA";3,000000000;4,260000000;4,313400000;4,293333330;12,940200000;12,879999990;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA161559";"N-130";"VALVULA HINCHADO CONEX. MANGUERA";69,000000000;4,260000000;4,313400000;4,292208000;297,624600000;296,162352000;0,00000000;0,00000000;69,000000000;
"019";"si";"CA161560";"N-131";"VALVULA HINCHADO CONEX. DIRECTA";1,000000000;4,260000000;0,000000000;6,340000000;0,000000000;6,340000000;0,00000000;0,00000000;1,000000000;
"026";"si";"CA161560";"N-131";"VALVULA HINCHADO CONEX. DIRECTA";-1,000000000;4,260000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"028";"si";"CA161560";"N-131";"VALVULA HINCHADO CONEX. DIRECTA";3,000000000;4,260000000;6,349000000;4,260000000;19,047000000;12,780000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA161560";"N-131";"VALVULA HINCHADO CONEX. DIRECTA";10,000000000;4,260000000;6,349000000;4,260000000;63,490000000;42,600000000;6,00000000;14,00000000;2,000000000;
"ALM";"si";"CA161561";"N-137-2";"VALVULA DESINFLADO";14,000000000;2,220000000;0,000000000;2,220000000;0,000000000;31,080000000;0,00000000;0,00000000;14,000000000;
"003";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";28,000000000;0,110000000;0,000000000;0,110000000;0,000000000;3,080000000;0,00000000;0,00000000;28,000000000;
"010";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";99,000000000;0,110000000;0,322000000;0,110000000;31,878000000;10,890000000;0,00000000;0,00000000;99,000000000;
"015";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";60,000000000;0,110000000;0,000000000;0,110000000;0,000000000;6,600000000;0,00000000;0,00000000;60,000000000;
"018";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";-29,000000000;0,110000000;0,000000000;0,110000000;0,000000000;-3,190000000;0,00000000;0,00000000;-29,000000000;
"019";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";108,000000000;0,110000000;0,108200000;0,108371300;11,685600000;11,704100400;0,00000000;0,00000000;108,000000000;
"023";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";-55,000000000;0,110000000;0,000000000;0,110000000;0,000000000;-6,050000000;0,00000000;0,00000000;-55,000000000;
"025";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";28,000000000;0,110000000;0,110000000;0,110000000;3,080000000;3,080000000;0,00000000;0,00000000;28,000000000;
"026";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";-104,000000000;0,110000000;0,000000000;0,108524214;0,000000000;-11,286518256;0,00000000;0,00000000;-104,000000000;
"028";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";511,000000000;0,110000000;0,090000000;0,107706010;45,990000000;55,037771110;0,00000000;0,00000000;511,000000000;
"030";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";18,000000000;0,110000000;0,090000000;0,105500000;1,620000000;1,899000000;0,00000000;0,00000000;18,000000000;
"032";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";-58,000000000;0,110000000;0,110000000;0,110000000;-6,380000000;-6,380000000;0,00000000;0,00000000;-58,000000000;
"123";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";-1,000000000;0,110000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"202";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";-4,000000000;0,110000000;0,000000000;0,110000000;0,000000000;-0,440000000;0,00000000;0,00000000;-4,000000000;
"ALM";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";1340,800000000;0,110000000;0,090000000;0,105735250;120,672000000;141,769823200;1100,00000000;0,00000000;2440,800000000;
"TES";"si";"CA161562";"N-138";"ARANDELA DE FIBRA BOTELLA";100,000000000;0,110000000;0,090000000;0,105700000;9,000000000;10,570000000;0,00000000;0,00000000;100,000000000;
"ALM";"si";"CA161563";"N-139";"VALVULA SOBREPRESION";40,000000000;4,000000000;6,456666670;5,198750000;258,266666800;207,950000000;10,00000000;0,00000000;50,000000000;
"003";"si";"CA161564";"N-140";"VALVULA DE SOBREPRESIÓN";1,000000000;3,550000000;0,000000000;3,550000000;0,000000000;3,550000000;0,00000000;0,00000000;1,000000000;
"019";"si";"CA161564";"N-140";"VALVULA DE SOBREPRESIÓN";5,000000000;3,550000000;3,550000000;3,550000000;17,750000000;17,750000000;0,00000000;0,00000000;5,000000000;
"026";"si";"CA161564";"N-140";"VALVULA DE SOBREPRESIÓN";-1,000000000;3,550000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"028";"si";"CA161564";"N-140";"VALVULA DE SOBREPRESIÓN";6,000000000;3,550000000;3,550000000;3,550000000;21,300000000;21,300000000;0,00000000;0,00000000;6,000000000;
"032";"si";"CA161564";"N-140";"VALVULA DE SOBREPRESIÓN";3,000000000;3,550000000;0,000000000;3,550000000;0,000000000;10,650000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA161564";"N-140";"VALVULA DE SOBREPRESIÓN";-21,000000000;3,550000000;0,000000000;3,550000000;0,000000000;-74,550000000;50,00000000;0,00000000;29,000000000;
"010";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";2,000000000;3,200000000;3,804666670;3,200000000;7,609333340;6,400000000;0,00000000;0,00000000;2,000000000;
"019";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";-6,000000000;3,200000000;3,804666670;3,200000000;-22,828000020;-19,200000000;0,00000000;0,00000000;-6,000000000;
"025";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";14,000000000;3,200000000;3,200000000;3,200000000;44,800000000;44,800000000;0,00000000;0,00000000;14,000000000;
"026";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";-1,000000000;3,200000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"028";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";5,000000000;3,200000000;3,804666670;3,200000000;19,023333350;16,000000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";-6,000000000;3,200000000;3,804666670;3,200000000;-22,828000020;-19,200000000;40,00000000;0,00000000;34,000000000;
"T19";"si";"CA161565";"N-148";"VALVULA DE INFLADO PRINCIPAL MIV";6,000000000;3,200000000;3,804666670;3,200000000;22,828000020;19,200000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CA161566";"N-149";"ARANDELA SELLADORA VALVULA MIV";35,000000000;0,090000000;0,000000000;0,090000000;0,000000000;3,150000000;0,00000000;0,00000000;35,000000000;
"ALM";"si";"CA161568";"N-159";"TEJIDO CAPOTA NARANJA";5,000000000;2,220000000;0,000000000;2,220000000;0,000000000;11,100000000;0,00000000;0,00000000;5,000000000;
"030";"si";"CA161569";"N-163";"REFLECTOR DE RADAR";3,000000000;31,940000000;21,560000000;29,506666670;64,680000000;88,520000010;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA161569";"N-163";"REFLECTOR DE RADAR";49,000000000;31,940000000;12,410000000;29,157280330;608,090000000;1428,706736170;0,00000000;0,00000000;49,000000000;
"ALM";"si";"CA161570";"N-165";"ESPONJA";-60,000000000;0,230000000;0,000000000;0,230000000;0,000000000;-13,800000000;0,00000000;0,00000000;-60,000000000;
"ALM";"si";"CA161571";"N-167";"TPA MANTA TÉRMICA";172,000000000;1,220000000;8,588250000;2,845432620;1477,179000000;489,414410640;0,00000000;0,00000000;172,000000000;
"018";"si";"CA161572";"N-169";"REMOS";-11,000000000;5,770000000;0,000000000;15,930000000;0,000000000;-175,230000000;0,00000000;0,00000000;-11,000000000;
"026";"si";"CA161572";"N-169";"REMOS";-1,000000000;5,770000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"028";"si";"CA161572";"N-169";"REMOS";-1,000000000;5,770000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA161572";"N-169";"REMOS";68,000000000;5,770000000;0,000000000;6,278131990;0,000000000;426,912975320;0,00000000;0,00000000;68,000000000;
"003";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";20,000000000;5,380000000;1,800000000;1,800000000;36,000000000;36,000000000;0,00000000;0,00000000;20,000000000;
"019";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";2,000000000;5,380000000;0,000000000;5,375333000;0,000000000;10,750666000;0,00000000;0,00000000;2,000000000;
"025";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";6,000000000;5,380000000;5,375000000;5,375000000;32,250000000;32,250000000;0,00000000;0,00000000;6,000000000;
"028";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";4,000000000;5,380000000;5,300000000;5,375000000;21,200000000;21,500000000;0,00000000;0,00000000;4,000000000;
"030";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";2,000000000;5,380000000;5,380000000;5,380000000;10,760000000;10,760000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";21,000000000;5,380000000;5,300000000;5,375333000;111,300000000;112,881993000;20,00000000;0,00000000;41,000000000;
"TES";"si";"CA161574";"N-177";"KIT REPARACIÓN BALSA";20,000000000;5,380000000;5,300000000;5,375500000;106,000000000;107,510000000;0,00000000;0,00000000;20,000000000;
"007";"si";"CA161575";"N-177P";"TUBO PEGAMENTO PARA BALSAS DUARRY N";1,000000000;1,800000000;19,230000000;0,840000000;19,230000000;0,840000000;20,00000000;0,00000000;21,000000000;
"011";"si";"CA161575";"N-177P";"TUBO PEGAMENTO PARA BALSAS DUARRY N";3,000000000;1,800000000;0,000000000;0,840000000;0,000000000;2,520000000;0,00000000;0,00000000;3,000000000;
"018";"si";"CA161575";"N-177P";"TUBO PEGAMENTO PARA BALSAS DUARRY N";-3,000000000;1,800000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-3,000000000;
"019";"si";"CA161575";"N-177P";"TUBO PEGAMENTO PARA BALSAS DUARRY N";-1,000000000;1,800000000;0,000000000;1,800000000;0,000000000;-1,800000000;0,00000000;0,00000000;-1,000000000;
"023";"si";"CA161575";"N-177P";"TUBO PEGAMENTO PARA BALSAS DUARRY N";10,000000000;1,800000000;1,800000000;1,800000000;18,000000000;18,000000000;0,00000000;0,00000000;10,000000000;
"026";"si";"CA161575";"N-177P";"TUBO PEGAMENTO PARA BALSAS DUARRY N";-32,000000000;1,800000000;1,800000000;1,800000000;-57,600000000;-57,600000000;0,00000000;0,00000000;-32,000000000;
