"Almacén";"Artíc. stockable";"Cod. Artículo";"Cod. Antiguo";"Descrip. Producto";"Stock unidades";"Coste teórico Euros";"P.U.C.";"P.M.P.";"Invent. PUC";"Invent. PMP";"Unids Pdte entrar";"Unids Pdte salir";"Disponible (St+pE-pS)";
"025";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";5,000000000;0,480000000;0,000000000;0,850000000;0,000000000;4,250000000;0,00000000;0,00000000;5,000000000;
"026";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";-25,000000000;0,480000000;0,000000000;2,530823937;0,000000000;-63,270598425;0,00000000;0,00000000;-25,000000000;
"028";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";24,000000000;0,480000000;0,850000000;0,850000000;20,400000000;20,400000000;0,00000000;0,00000000;24,000000000;
"030";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";50,000000000;0,480000000;0,850000000;0,850000000;42,500000000;42,500000000;0,00000000;0,00000000;50,000000000;
"032";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";40,000000000;0,480000000;0,000000000;0,850000000;0,000000000;34,000000000;0,00000000;0,00000000;40,000000000;
"600";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";80,000000000;0,480000000;0,850000000;6,613750000;68,000000000;529,100000000;0,00000000;0,00000000;80,000000000;
"ALM";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";375,000000000;0,480000000;0,850000000;0,850000000;318,750000000;318,750000000;25,00000000;0,00000000;400,000000000;
"TES";"si";"CA161494";"E-463";"ETIQ.BOZA+NO CORTAR ISO DUARRY";25,000000000;0,480000000;0,850000000;0,850000000;21,250000000;21,250000000;0,00000000;0,00000000;25,000000000;
"011";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";12,000000000;0,950000000;0,000000000;1,310000000;0,000000000;15,720000000;0,00000000;0,00000000;12,000000000;
"018";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";11,000000000;0,950000000;0,000000000;1,310000000;0,000000000;14,410000000;150,00000000;0,00000000;161,000000000;
"019";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";2,000000000;0,950000000;0,000000000;1,350000000;0,000000000;2,700000000;0,00000000;0,00000000;2,000000000;
"025";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";12,000000000;0,950000000;0,000000000;1,310000000;0,000000000;15,720000000;0,00000000;0,00000000;12,000000000;
"026";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";-61,000000000;0,950000000;0,000000000;1,200000000;0,000000000;-73,200000000;0,00000000;0,00000000;-61,000000000;
"028";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";47,000000000;0,950000000;1,350000000;1,286400000;63,450000000;60,460800000;30,00000000;0,00000000;77,000000000;
"030";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";53,000000000;0,950000000;1,350000000;1,312181820;71,550000000;69,545636460;0,00000000;0,00000000;53,000000000;
"032";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";22,000000000;0,950000000;0,000000000;1,310000000;0,000000000;28,820000000;0,00000000;0,00000000;22,000000000;
"202";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";1,000000000;0,950000000;0,000000000;1,310000000;0,000000000;1,310000000;0,00000000;0,00000000;1,000000000;
"600";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";150,000000000;0,950000000;1,350000000;1,223866670;202,500000000;183,580000500;0,00000000;0,00000000;150,000000000;
"ALM";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";1781,000000000;0,950000000;1,130000000;1,212987280;2012,530000000;2160,330345680;70,00000000;100,00000000;1751,000000000;
"TES";"si";"CA161495";"E-464";"ETIQ. PUNTO GRANDE ISO DUARRY";50,000000000;0,950000000;1,350000000;1,279200000;67,500000000;63,960000000;0,00000000;0,00000000;50,000000000;
"007";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";50,000000000;0,480000000;0,480000000;0,480000000;24,000000000;24,000000000;0,00000000;0,00000000;50,000000000;
"011";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";12,000000000;0,480000000;0,000000000;1,280000000;0,000000000;15,360000000;0,00000000;0,00000000;12,000000000;
"018";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";27,000000000;0,480000000;0,000000000;1,280000000;0,000000000;34,560000000;0,00000000;0,00000000;27,000000000;
"019";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";13,000000000;0,480000000;0,000000000;1,350000000;0,000000000;17,550000000;0,00000000;0,00000000;13,000000000;
"023";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";2,000000000;0,480000000;0,000000000;1,280000000;0,000000000;2,560000000;0,00000000;0,00000000;2,000000000;
"025";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";20,000000000;0,480000000;0,000000000;1,280000000;0,000000000;25,600000000;0,00000000;0,00000000;20,000000000;
"026";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";-47,000000000;0,480000000;0,000000000;1,085592000;0,000000000;-51,022824000;0,00000000;0,00000000;-47,000000000;
"028";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";48,000000000;0,480000000;1,350000000;1,242600000;64,800000000;59,644800000;0,00000000;0,00000000;48,000000000;
"030";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";53,000000000;0,480000000;1,350000000;1,287272730;71,550000000;68,225454690;0,00000000;0,00000000;53,000000000;
"032";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";48,000000000;0,480000000;0,000000000;1,280000000;0,000000000;61,440000000;0,00000000;0,00000000;48,000000000;
"202";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";1,000000000;0,480000000;0,000000000;1,280000000;0,000000000;1,280000000;0,00000000;0,00000000;1,000000000;
"600";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";150,000000000;0,480000000;1,350000000;1,111466670;202,500000000;166,720000500;0,00000000;0,00000000;150,000000000;
"ALM";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";1864,000000000;0,480000000;1,130000000;1,204139230;2106,320000000;2244,515524720;70,00000000;0,00000000;1934,000000000;
"TES";"si";"CA161496";"E-465";"ETIQ. PUNTO PEQ. ISO DUARRY";50,000000000;0,480000000;1,350000000;1,235000000;67,500000000;61,750000000;0,00000000;0,00000000;50,000000000;
"003";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";147,000000000;0,140000000;0,144600000;0,144600000;21,256200000;21,256200000;50,00000000;0,00000000;197,000000000;
"007";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";398,000000000;0,140000000;0,142066670;0,141809620;56,542534660;56,440228760;0,00000000;0,00000000;398,000000000;
"010";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";203,000000000;0,140000000;0,146500000;0,146376330;29,739500000;29,714394990;0,00000000;0,00000000;203,000000000;
"011";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";8,000000000;0,140000000;0,142200000;0,142200000;1,137600000;1,137600000;0,00000000;0,00000000;8,000000000;
"015";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";308,000000000;0,140000000;0,140000000;0,140000000;43,120000000;43,120000000;0,00000000;0,00000000;308,000000000;
"018";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";257,000000000;0,140000000;0,141000000;0,140998210;36,237000000;36,236539970;300,00000000;0,00000000;557,000000000;
"019";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";203,000000000;0,140000000;0,143600000;0,142298600;29,150800000;28,886615800;0,00000000;0,00000000;203,000000000;
"023";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";145,000000000;0,140000000;0,140466670;0,140452490;20,367667150;20,365611050;0,00000000;0,00000000;145,000000000;
"025";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";298,000000000;0,140000000;0,145000000;0,145000000;43,210000000;43,210000000;352,00000000;0,00000000;650,000000000;
"026";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";-301,000000000;0,140000000;0,096200000;0,124065520;-28,956200000;-37,343721520;0,00000000;0,00000000;-301,000000000;
"028";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";-161,000000000;0,140000000;0,140000000;0,139850000;-22,540000000;-22,515850000;0,00000000;0,00000000;-161,000000000;
"030";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";105,000000000;0,140000000;0,140000000;0,140052850;14,700000000;14,705549250;0,00000000;0,00000000;105,000000000;
"032";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";210,000000000;0,140000000;0,141250000;0,140545850;29,662500000;29,514628500;0,00000000;150,00000000;60,000000000;
"122";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";33,000000000;0,140000000;0,147500000;0,147409040;4,867500000;4,864498320;0,00000000;0,00000000;33,000000000;
"123";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";-2,000000000;0,140000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"202";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";70,000000000;0,140000000;0,232220000;0,140000000;16,255400000;9,800000000;0,00000000;0,00000000;70,000000000;
"223";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";-9,000000000;0,140000000;0,000000000;0,140000000;0,000000000;-1,260000000;0,00000000;0,00000000;-9,000000000;
"ALM";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";5699,000000000;0,140000000;0,140000000;0,139974680;797,860000000;797,715701320;240,00000000;2452,00000000;3487,000000000;
"T15";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";-200,000000000;0,140000000;0,140000000;0,140000000;-28,000000000;-28,000000000;0,00000000;0,00000000;-200,000000000;
"TES";"si";"CA161497";"E-469";"TUBO TERMORETRACTIL TLFX 127// 12.7 MM-6,4 MM";200,000000000;0,140000000;0,140000000;0,139850000;28,000000000;27,970000000;0,00000000;0,00000000;200,000000000;
"003";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";250,000000000;0,080000000;0,199100000;0,195736650;49,775000000;48,934162500;0,00000000;0,00000000;250,000000000;
"007";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";-30,000000000;0,080000000;0,080000000;0,080000000;-2,400000000;-2,400000000;0,00000000;0,00000000;-30,000000000;
"010";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";227,000000000;0,080000000;0,322000000;0,188077670;73,094000000;42,693631090;0,00000000;0,00000000;227,000000000;
"011";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";11,000000000;0,080000000;0,337000000;0,080000000;3,707000000;0,880000000;0,00000000;0,00000000;11,000000000;
"015";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";-25,000000000;0,080000000;0,117666670;0,084346700;-2,941666750;-2,108667500;0,00000000;0,00000000;-25,000000000;
"018";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";36,000000000;0,080000000;0,080250000;0,080250000;2,889000000;2,889000000;0,00000000;0,00000000;36,000000000;
"019";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";-5,000000000;0,080000000;0,000000000;0,080000000;0,000000000;-0,400000000;0,00000000;0,00000000;-5,000000000;
"023";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";49,000000000;0,080000000;0,080000000;0,080000000;3,920000000;3,920000000;0,00000000;0,00000000;49,000000000;
"025";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";-207,000000000;0,080000000;0,080000000;0,080000000;-16,560000000;-16,560000000;0,00000000;0,00000000;-207,000000000;
"026";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";65,000000000;0,080000000;0,001600000;0,052198580;0,104000000;3,392907700;0,00000000;0,00000000;65,000000000;
"028";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";103,000000000;0,080000000;0,080000000;0,152985440;8,240000000;15,757500320;0,00000000;0,00000000;103,000000000;
"030";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";99,000000000;0,080000000;0,223200000;0,082863820;22,096800000;8,203518180;0,00000000;0,00000000;99,000000000;
"032";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";24,000000000;0,080000000;0,000000000;0,080000000;0,000000000;1,920000000;0,00000000;0,00000000;24,000000000;
"122";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";20,000000000;0,080000000;0,080000000;0,080000000;1,600000000;1,600000000;0,00000000;0,00000000;20,000000000;
"202";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";-1,000000000;0,080000000;0,080000000;0,080000000;-0,080000000;-0,080000000;0,00000000;0,00000000;-1,000000000;
"223";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";-3,000000000;0,080000000;0,000000000;0,080000000;0,000000000;-0,240000000;0,00000000;0,00000000;-3,000000000;
"ALM";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";567,000000000;0,080000000;0,080000000;0,084634020;45,360000000;47,987489340;150,00000000;221,00000000;496,000000000;
"TES";"si";"CA161501";"KH-AVA";"KH-ARANDELA P/VAL.ANTIRRETORNO";100,000000000;0,080000000;0,080000000;0,080000000;8,000000000;8,000000000;0,00000000;0,00000000;100,000000000;
"003";"si";"CA161504";"KH-CDYY";"KH-CABEZAL DISPARO YY-SSF SOLAS";1,000000000;29,790000000;0,000000000;29,790000000;0,000000000;29,790000000;0,00000000;0,00000000;1,000000000;
"019";"si";"CA161504";"KH-CDYY";"KH-CABEZAL DISPARO YY-SSF SOLAS";6,000000000;29,790000000;0,000000000;29,790000000;0,000000000;178,740000000;0,00000000;0,00000000;6,000000000;
"026";"si";"CA161504";"KH-CDYY";"KH-CABEZAL DISPARO YY-SSF SOLAS";6,000000000;29,790000000;0,000000000;29,790000000;0,000000000;178,740000000;0,00000000;0,00000000;6,000000000;
"032";"si";"CA161504";"KH-CDYY";"KH-CABEZAL DISPARO YY-SSF SOLAS";2,000000000;29,790000000;0,000000000;29,790000000;0,000000000;59,580000000;0,00000000;0,00000000;2,000000000;
"122";"si";"CA161504";"KH-CDYY";"KH-CABEZAL DISPARO YY-SSF SOLAS";1,000000000;29,790000000;0,000000000;29,790000000;0,000000000;29,790000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161504";"KH-CDYY";"KH-CABEZAL DISPARO YY-SSF SOLAS";18,000000000;29,790000000;0,000000000;29,790000000;0,000000000;536,220000000;0,00000000;0,00000000;18,000000000;
"028";"si";"CA161506";"KH-MP";"KH-MANGUERA DE PRESION SOLAS 400x200x200 NEW 08";40,000000000;21,960000000;0,000000000;21,960000000;0,000000000;878,400000000;0,00000000;0,00000000;40,000000000;
"202";"si";"CA161506";"KH-MP";"KH-MANGUERA DE PRESION SOLAS 400x200x200 NEW 08";1,000000000;21,960000000;0,000000000;21,960000000;0,000000000;21,960000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161506";"KH-MP";"KH-MANGUERA DE PRESION SOLAS 400x200x200 NEW 08";-26,000000000;21,960000000;21,960000000;21,960000000;-570,960000000;-570,960000000;0,00000000;0,00000000;-26,000000000;
"T07";"si";"CA161506";"KH-MP";"KH-MANGUERA DE PRESION SOLAS 400x200x200 NEW 08";2,000000000;21,960000000;0,000000000;21,960000000;0,000000000;43,920000000;0,00000000;0,00000000;2,000000000;
"003";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";43,000000000;6,270000000;6,318000000;7,328372090;271,674000000;315,119999870;10,00000000;0,00000000;53,000000000;
"010";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";90,000000000;6,270000000;6,318000000;8,731666670;568,620000000;785,850000300;0,00000000;0,00000000;90,000000000;
"011";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";18,000000000;6,270000000;6,266666670;8,528888890;112,800000060;153,520000020;0,00000000;0,00000000;18,000000000;
"018";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";3,000000000;6,270000000;6,270000000;6,270000000;18,810000000;18,810000000;0,00000000;0,00000000;3,000000000;
"019";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";20,000000000;6,270000000;5,758500000;5,784761900;115,170000000;115,695238000;0,00000000;0,00000000;20,000000000;
"023";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";9,000000000;6,270000000;6,320000000;9,660000000;56,880000000;86,940000000;0,00000000;0,00000000;9,000000000;
"026";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";10,000000000;6,270000000;10,000000000;6,318201000;100,000000000;63,182010000;0,00000000;0,00000000;10,000000000;
"028";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";14,000000000;6,270000000;10,284466670;8,957857140;143,982533380;125,409999960;0,00000000;0,00000000;14,000000000;
"030";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";30,000000000;6,270000000;14,640000000;10,723000000;439,200000000;321,690000000;0,00000000;0,00000000;30,000000000;
"032";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";2,000000000;6,270000000;6,270000000;9,660000000;12,540000000;19,320000000;0,00000000;0,00000000;2,000000000;
"122";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";13,000000000;6,270000000;11,255000000;8,181470000;146,315000000;106,359110000;0,00000000;0,00000000;13,000000000;
"202";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";20,000000000;6,270000000;6,318000000;6,318000000;126,360000000;126,360000000;0,00000000;0,00000000;20,000000000;
"223";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";-3,000000000;6,270000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-3,000000000;
"ALM";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";232,000000000;6,270000000;14,640000000;11,254578160;3396,480000000;2611,062133120;40,00000000;110,00000000;162,000000000;
"TES";"si";"CA161508";"KH-OB";"KH-OBTURADOR DIAFRAGMA PFII";40,000000000;6,270000000;10,000000000;8,678250000;400,000000000;347,130000000;0,00000000;0,00000000;40,000000000;
"003";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";30,000000000;1,040000000;1,133250000;1,144375000;33,997500000;34,331250000;0,00000000;0,00000000;30,000000000;
"010";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";18,000000000;1,040000000;1,449000000;1,407666400;26,082000000;25,337995200;0,00000000;0,00000000;18,000000000;
"018";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";24,000000000;1,040000000;1,180000000;1,180000000;28,320000000;28,320000000;0,00000000;0,00000000;24,000000000;
"023";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";24,000000000;1,040000000;1,180000000;0,552666670;28,320000000;13,264000080;0,00000000;0,00000000;24,000000000;
"025";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";-62,000000000;1,040000000;1,040000000;1,040000000;-64,480000000;-64,480000000;0,00000000;0,00000000;-62,000000000;
"026";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";-117,000000000;1,040000000;0,421500000;0,733823530;-49,315500000;-85,857353010;0,00000000;0,00000000;-117,000000000;
"028";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";7,000000000;1,040000000;0,300000000;0,465000000;2,100000000;3,255000000;0,00000000;0,00000000;7,000000000;
"030";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";-14,000000000;1,040000000;1,207000000;1,200000000;-16,898000000;-16,800000000;0,00000000;0,00000000;-14,000000000;
"032";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";57,000000000;1,040000000;1,180000000;1,187301590;67,260000000;67,676190630;0,00000000;0,00000000;57,000000000;
"122";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";25,000000000;1,040000000;1,045500000;1,045441140;26,137500000;26,136028500;0,00000000;0,00000000;25,000000000;
"123";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";-16,000000000;1,040000000;0,000000000;1,040000000;0,000000000;-16,640000000;0,00000000;0,00000000;-16,000000000;
"124";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";-17,000000000;1,040000000;0,000000000;1,040000000;0,000000000;-17,680000000;0,00000000;0,00000000;-17,000000000;
"202";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";8,000000000;1,040000000;0,950000000;1,200000000;7,600000000;9,600000000;0,00000000;0,00000000;8,000000000;
"223";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";-7,000000000;1,040000000;0,000000000;1,040000000;0,000000000;-7,280000000;0,00000000;0,00000000;-7,000000000;
"ALM";"si";"CA161509";"KH-PL6";"KH-PILA LINT.R6 (4 UNIDS) 1,5V (B.DY-KH)";1484,000000000;1,040000000;1,190000000;0,552596380;1765,960000000;820,053027920;0,00000000;181,00000000;1303,000000000;
"019";"si";"CA161511";"KH-SB";"KH-SONDA BOTELLA CO2N2";12,000000000;3,140000000;0,000000000;3,140000000;0,000000000;37,680000000;0,00000000;0,00000000;12,000000000;
"026";"si";"CA161511";"KH-SB";"KH-SONDA BOTELLA CO2N2";1,000000000;3,140000000;0,000000000;3,140000000;0,000000000;3,140000000;0,00000000;0,00000000;1,000000000;
"028";"si";"CA161511";"KH-SB";"KH-SONDA BOTELLA CO2N2";3,000000000;3,140000000;0,000000000;3,140000000;0,000000000;9,420000000;0,00000000;0,00000000;3,000000000;
"032";"si";"CA161511";"KH-SB";"KH-SONDA BOTELLA CO2N2";1,000000000;3,140000000;0,000000000;3,140000000;0,000000000;3,140000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA161511";"KH-SB";"KH-SONDA BOTELLA CO2N2";57,000000000;3,140000000;0,000000000;3,140000000;0,000000000;178,980000000;0,00000000;0,00000000;57,000000000;
"019";"si";"CA161512";"KH-VB";"KH-VALVULA BOTELLA CO2N2 PFII";7,000000000;14,640000000;0,000000000;14,640000000;0,000000000;102,480000000;0,00000000;0,00000000;7,000000000;
"028";"si";"CA161512";"KH-VB";"KH-VALVULA BOTELLA CO2N2 PFII";3,000000000;14,640000000;15,056000000;14,780000000;45,168000000;44,340000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA161512";"KH-VB";"KH-VALVULA BOTELLA CO2N2 PFII";167,000000000;14,640000000;14,640000000;16,590764040;2444,880000000;2770,657594680;0,00000000;0,00000000;167,000000000;
"007";"si";"CA161513";"N-001";"FLEJE TEXTIL BALSA";2,000000000;34,120000000;34,120000000;34,120000000;68,240000000;68,240000000;0,00000000;0,00000000;2,000000000;
"018";"si";"CA161513";"N-001";"FLEJE TEXTIL BALSA";42,000000000;34,120000000;43,614000000;43,172591360;1831,788000000;1813,248837120;40,00000000;0,00000000;82,000000000;
"025";"si";"CA161513";"N-001";"FLEJE TEXTIL BALSA";2,000000000;34,120000000;38,674166670;42,230000000;77,348333340;84,460000000;0,00000000;0,00000000;2,000000000;
"028";"si";"CA161513";"N-001";"FLEJE TEXTIL BALSA";4,000000000;34,120000000;17,060000000;17,060000000;68,240000000;68,240000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"CA161513";"N-001";"FLEJE TEXTIL BALSA";115,000000000;34,120000000;30,190000000;51,502066170;3471,850000000;5922,737609550;152,00000000;60,00000000;207,000000000;
"T18";"si";"CA161513";"N-001";"FLEJE TEXTIL BALSA";15,000000000;34,120000000;36,921333330;41,770000000;553,819999950;626,550000000;0,00000000;0,00000000;15,000000000;
"018";"si";"CA161514";"N-012";"FLEJE TEXTIL BALSA 100 PL.";5,000000000;58,000000000;66,295000000;58,830000000;331,475000000;294,150000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA161514";"N-012";"FLEJE TEXTIL BALSA 100 PL.";11,000000000;58,000000000;66,295000000;58,829500000;729,245000000;647,124500000;0,00000000;0,00000000;11,000000000;
"ALM";"si";"CA161516";"N-060";"TAPA PARA CONTENEDOR ARRIABLE";14,000000000;6,000000000;1,427704750;4,568737000;19,987866500;63,962318000;0,33000000;0,00000000;14,330000000;
"ALM";"si";"CA161517";"N-061";"FLEJE VERDE CIERRE BALSA";6000,000000000;67,810000000;54,348333330;0,054348000;326089,999980000;326,088000000;0,00000000;0,00000000;6000,000000000;
"ALM";"si";"CA161519";"N-068";"BOZA DISPARO 20m";20,000000000;15,020000000;15,084000000;15,053684000;301,680000000;301,073680000;0,00000000;0,00000000;20,000000000;
"ALM";"si";"CA161520";"N-069";"BOZA DISPARO 28m";5,000000000;15,080000000;0,000000000;15,080000000;0,000000000;75,400000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CA161521";"N-071";"BOZA DISPARO 36m";22,000000000;22,180000000;21,787500000;21,866000000;479,325000000;481,052000000;0,00000000;0,00000000;22,000000000;
"ALM";"si";"CA161523";"N-073";"BOZA DISPARO 60m";7,000000000;39,920000000;0,000000000;39,920000000;0,000000000;279,440000000;0,00000000;0,00000000;7,000000000;
"ALM";"si";"CA161524";"N-074";"BOZA DISPARO 60m";7,000000000;46,130000000;0,000000000;46,130000000;0,000000000;322,910000000;0,00000000;0,00000000;7,000000000;
